reviewTitle,reviewBody,aspect,categorized_aspect,sentiment,response
Lightweight,So worth to buy it with my bike.,purchase experience,other,positive,Thank you for highlighting the purchase experience. We're glad you're satisfied!
Very confortable.,"This is by far the best muzzle I’ve ever try on my dog. She was able to drink water while using it, and I was able to to even gave her treats with the muzzle on for training.",ability to drink water,other,positive,Thank you for highlighting the ability to drink water. We're glad you're satisfied!
Very confortable.,"This is by far the best muzzle I’ve ever try on my dog. She was able to drink water while using it, and I was able to to even gave her treats with the muzzle on for training.",giving treats with muzzle on for training,other,positive,Thank you for highlighting the giving treats with muzzle on for training. We're glad you're satisfied!
Do NOT buy this controller,This controller was only used TWICE in short sessions before we realized the LB button didn't work. Over $100 wasted on this trash defective controller.,controller,other,negative,We're sorry about the issues with controller. We'll work on improving this aspect!
Do NOT buy this controller,This controller was only used TWICE in short sessions before we realized the LB button didn't work. Over $100 wasted on this trash defective controller.,price,price,negative,We're sorry about the issues with price. We'll work on improving this aspect!
Do NOT buy this controller,This controller was only used TWICE in short sessions before we realized the LB button didn't work. Over $100 wasted on this trash defective controller.,functionality (LB button),functionality,negative,We're sorry about the issues with functionality (lb button). We'll work on improving this aspect!
Not for children under 6,I would not recommend for children under 6. I purchased this for my nephew and the food pieces are to small.,food pieces,other,negative,We're sorry about the issues with food pieces. We'll work on improving this aspect!
Cute and the right size,SO cute and don’t make my ears itch. Weren’t hard to get in.,cuteness,other,positive,Thank you for highlighting the cuteness. We're glad you're satisfied!
Cute and the right size,SO cute and don’t make my ears itch. Weren’t hard to get in.,ear itch,other,neutral,Thank you for sharing your thoughts on the ear itch.
Cute and the right size,SO cute and don’t make my ears itch. Weren’t hard to get in.,ease of getting,other,positive,Thank you for highlighting the ease of getting. We're glad you're satisfied!
Broke n cheap,Arrived broken.,product quality,quality,negative,We're sorry about the issues with product quality. We'll work on improving this aspect!
Broke n cheap,Arrived broken.,shipping/delivery,service,negative,We're sorry about the issues with shipping/delivery. We'll work on improving this aspect!
Great!!!,Got the timer for work because we needed something that wouldn’t just fall off the oven and this timer is perfect. I wish it were a little louder but it does the job for sure.,timer,other,neutral,Thank you for sharing your thoughts on the timer.
Great!!!,Got the timer for work because we needed something that wouldn’t just fall off the oven and this timer is perfect. I wish it were a little louder but it does the job for sure.,loudness,other,negative,We're sorry about the issues with loudness. We'll work on improving this aspect!
Great!!!,Got the timer for work because we needed something that wouldn’t just fall off the oven and this timer is perfect. I wish it were a little louder but it does the job for sure.,functionality,functionality,positive,Thank you for highlighting the functionality. We're glad you're satisfied!
GREAT FIT,These fit perfect in my ford ranger. The color was exactly as described and easy to put on.,fit,other,positive,Thank you for highlighting the fit. We're glad you're satisfied!
GREAT FIT,These fit perfect in my ford ranger. The color was exactly as described and easy to put on.,color,appearance,positive,Thank you for highlighting the color. We're glad you're satisfied!
GREAT FIT,These fit perfect in my ford ranger. The color was exactly as described and easy to put on.,installation,other,positive,Thank you for highlighting the installation. We're glad you're satisfied!
High hopes,It was fine until the top broke and I was able to spray at all. Only hot a few uses out if it. Never had that happen to me before.,quality of construction,quality,negative,We're sorry about the issues with quality of construction. We'll work on improving this aspect!
High hopes,It was fine until the top broke and I was able to spray at all. Only hot a few uses out if it. Never had that happen to me before.,durability,quality,negative,We're sorry about the issues with durability. We'll work on improving this aspect!
