reviewTitle,reviewBody,aspect,categorized_aspect,sentiment
Very short draw string,"While I do like the pattern, they are on the smaller side and the draw string is way to short. I ordered a XXL and the string to tighten the shorts should of been 59"" for that size. As it was, I measured mine at 55"" and couldn't even tie a bow this when you put the shorts on, the string pulls inside the string hole this making it very difficult to pull back out. That's a key component this why I knocked 3 stars off. Had to buy 2 64"" draw strings at $12 just to be able to tie an appropriate not so pants stay up.",draw string length,other,negative
Very short draw string,"While I do like the pattern, they are on the smaller side and the draw string is way to short. I ordered a XXL and the string to tighten the shorts should of been 59"" for that size. As it was, I measured mine at 55"" and couldn't even tie a bow this when you put the shorts on, the string pulls inside the string hole this making it very difficult to pull back out. That's a key component this why I knocked 3 stars off. Had to buy 2 64"" draw strings at $12 just to be able to tie an appropriate not so pants stay up.",ease of use (tying the shorts),functionality,negative
Good value,Cost Effective and good quality.,Cost Effective,price,positive
Good value,Cost Effective and good quality.,good quality,quality,positive
Worth the Money,This vacuum is excellent and very lite and easy to use.  The product is well designed. My wife loves your vacuum. I will never repurchase another expensive vacuum.,vacuum,other,positive
Worth the Money,This vacuum is excellent and very lite and easy to use.  The product is well designed. My wife loves your vacuum. I will never repurchase another expensive vacuum.,weight,other,positive
Worth the Money,This vacuum is excellent and very lite and easy to use.  The product is well designed. My wife loves your vacuum. I will never repurchase another expensive vacuum.,ease of use,functionality,positive
Worth the Money,This vacuum is excellent and very lite and easy to use.  The product is well designed. My wife loves your vacuum. I will never repurchase another expensive vacuum.,design,quality,positive
Worth the Money,This vacuum is excellent and very lite and easy to use.  The product is well designed. My wife loves your vacuum. I will never repurchase another expensive vacuum.,value for money,price,positive
"Sturdy, great quality, easy to use!",It really works for spinal decompression. My chiropractor has it in his office and lets me use it after my therapy session. I watch the cooking shows or news while inverted!  Ie love it so much that I ended buying one for my house! I use it before and after martial arts class and it helps to open up your chest and expand your lungs.  Very helpful,spinal decompression,other,positive
"Sturdy, great quality, easy to use!",It really works for spinal decompression. My chiropractor has it in his office and lets me use it after my therapy session. I watch the cooking shows or news while inverted!  Ie love it so much that I ended buying one for my house! I use it before and after martial arts class and it helps to open up your chest and expand your lungs.  Very helpful,chiropractor's office,other,neutral
"Sturdy, great quality, easy to use!",It really works for spinal decompression. My chiropractor has it in his office and lets me use it after my therapy session. I watch the cooking shows or news while inverted!  Ie love it so much that I ended buying one for my house! I use it before and after martial arts class and it helps to open up your chest and expand your lungs.  Very helpful,usage during therapy session,other,positive
"Sturdy, great quality, easy to use!",It really works for spinal decompression. My chiropractor has it in his office and lets me use it after my therapy session. I watch the cooking shows or news while inverted!  Ie love it so much that I ended buying one for my house! I use it before and after martial arts class and it helps to open up your chest and expand your lungs.  Very helpful,usage before and after martial arts class,other,positive
"Sturdy, great quality, easy to use!",It really works for spinal decompression. My chiropractor has it in his office and lets me use it after my therapy session. I watch the cooking shows or news while inverted!  Ie love it so much that I ended buying one for my house! I use it before and after martial arts class and it helps to open up your chest and expand your lungs.  Very helpful,opening up chest and expanding lungs,other,positive
