reviewTitle,reviewBody,title_sentiment,body_sentiment,title_aspects,title_sentiments,body_aspects,body_sentiments
Great robot vacuum for a great price,Great vacuum for a great price. This is the first robot vacuum we have purchased. It is simple to operate and is great for picking up the daily dust and and hair they the week to keep things looking good and has helped cut back on use of our upright corded vacuum.,positive,positive,"['robot', 'vacuum', 'price']","[{'aspect': 'robot', 'negative': np.float32(0.0010568551), 'neutral': np.float32(0.006092567), 'positive': np.float32(0.99285054)}, {'aspect': 'vacuum', 'negative': np.float32(0.001414708), 'neutral': np.float32(0.012645812), 'positive': np.float32(0.9859395)}, {'aspect': 'price', 'negative': np.float32(0.0012886014), 'neutral': np.float32(0.0060430705), 'positive': np.float32(0.99266833)}]","['hair', 'week', 'price', 'things', 'vacuum', 'dust', 'use', 'robot']","[{'aspect': 'hair', 'negative': np.float32(0.00897549), 'neutral': np.float32(0.9760231), 'positive': np.float32(0.015001481)}, {'aspect': 'week', 'negative': np.float32(0.003967692), 'neutral': np.float32(0.9114946), 'positive': np.float32(0.08453773)}, {'aspect': 'price', 'negative': np.float32(0.0009494688), 'neutral': np.float32(0.0024710782), 'positive': np.float32(0.99657947)}, {'aspect': 'things', 'negative': np.float32(0.004334636), 'neutral': np.float32(0.093076766), 'positive': np.float32(0.9025886)}, {'aspect': 'vacuum', 'negative': np.float32(0.0008284051), 'neutral': np.float32(0.0028631059), 'positive': np.float32(0.9963085)}, {'aspect': 'dust', 'negative': np.float32(0.009723188), 'neutral': np.float32(0.8858022), 'positive': np.float32(0.10447466)}, {'aspect': 'use', 'negative': np.float32(0.0175936), 'neutral': np.float32(0.079004094), 'positive': np.float32(0.9034023)}, {'aspect': 'robot', 'negative': np.float32(0.0015228627), 'neutral': np.float32(0.009430472), 'positive': np.float32(0.98904663)}]"
Superb Quality,Fits exactly how I imagined. Quality of material is amazing and soft. Will definitely purchase again,positive,positive,"['Superb', 'Quality']","[{'aspect': 'Superb', 'negative': np.float32(0.0012140074), 'neutral': np.float32(0.0040131113), 'positive': np.float32(0.99477285)}, {'aspect': 'Quality', 'negative': np.float32(0.00042602798), 'neutral': np.float32(0.0011453781), 'positive': np.float32(0.9984285)}]","['material', 'Quality']","[{'aspect': 'material', 'negative': np.float32(0.000396643), 'neutral': np.float32(0.0013833406), 'positive': np.float32(0.99822)}, {'aspect': 'Quality', 'negative': np.float32(0.00043319733), 'neutral': np.float32(0.0015062102), 'positive': np.float32(0.9980605)}]"
good  product,great price,positive,positive,['product'],"[{'aspect': 'product', 'negative': np.float32(0.00050146313), 'neutral': np.float32(0.0014516448), 'positive': np.float32(0.9980469)}]",['price'],"[{'aspect': 'price', 'negative': np.float32(0.00068416406), 'neutral': np.float32(0.0018002747), 'positive': np.float32(0.99751556)}]"
Don’t work.,These doesn’t work. Don’t stick to face nor does it do anything to the bumps. Also isn’t sheer and you can tell their on your face.,negative,negative,['n’t'],"[{'aspect': 'n’t', 'negative': np.float32(0.87257844), 'neutral': np.float32(0.095198244), 'positive': np.float32(0.032223314)}]","['n’t', 'bumps', 'face']","[{'aspect': 'n’t', 'negative': np.float32(0.9735516), 'neutral': np.float32(0.017609492), 'positive': np.float32(0.008839021)}, {'aspect': 'bumps', 'negative': np.float32(0.9941731), 'neutral': np.float32(0.004554606), 'positive': np.float32(0.001272198)}, {'aspect': 'face', 'negative': np.float32(0.99524385), 'neutral': np.float32(0.004001787), 'positive': np.float32(0.0007543239)}]"
Fast shipping,Came pretty fast good quality filter,positive,positive,['shipping'],"[{'aspect': 'shipping', 'negative': np.float32(0.0009964377), 'neutral': np.float32(0.0038735196), 'positive': np.float32(0.99513006)}]","['filter', 'quality']","[{'aspect': 'filter', 'negative': np.float32(0.00081467995), 'neutral': np.float32(0.004614079), 'positive': np.float32(0.99457127)}, {'aspect': 'quality', 'negative': np.float32(0.00041310702), 'neutral': np.float32(0.0019625754), 'positive': np.float32(0.99762434)}]"
Very short draw string,"While I do like the pattern, they are on the smaller side and the draw string is way to short. I ordered a XXL and the string to tighten the shorts should of been 59"" for that size. As it was, I measured mine at 55"" and couldn't even tie a bow this when you put the shorts on, the string pulls inside the string hole this making it very difficult to pull back out. That's a key component this why I knocked 3 stars off. Had to buy 2 64"" draw strings at $12 just to be able to tie an appropriate not so pants stay up.",negative,negative,"['string', 'draw']","[{'aspect': 'string', 'negative': np.float32(0.99674255), 'neutral': np.float32(0.0016935291), 'positive': np.float32(0.0015639091)}, {'aspect': 'draw', 'negative': np.float32(0.94750834), 'neutral': np.float32(0.019531207), 'positive': np.float32(0.03296045)}]","['side', 'strings', 'bow', 'pants', 'string', 'XXL', 'hole', 'component', 'draw', 'mine', 'size', 'stars', 'shorts', 'way', 'pattern']","[{'aspect': 'side', 'negative': np.float32(0.9763533), 'neutral': np.float32(0.012047106), 'positive': np.float32(0.011599547)}, {'aspect': 'strings', 'negative': np.float32(0.98806363), 'neutral': np.float32(0.0054480433), 'positive': np.float32(0.0064882333)}, {'aspect': 'bow', 'negative': np.float32(0.9805464), 'neutral': np.float32(0.011310284), 'positive': np.float32(0.008143272)}, {'aspect': 'pants', 'negative': np.float32(0.96960944), 'neutral': np.float32(0.024384027), 'positive': np.float32(0.006006592)}, {'aspect': 'string', 'negative': np.float32(0.98833317), 'neutral': np.float32(0.0049053067), 'positive': np.float32(0.006761639)}, {'aspect': 'XXL', 'negative': np.float32(0.9681267), 'neutral': np.float32(0.019860562), 'positive': np.float32(0.01201274)}, {'aspect': 'hole', 'negative': np.float32(0.98725444), 'neutral': np.float32(0.008459338), 'positive': np.float32(0.0042862394)}, {'aspect': 'component', 'negative': np.float32(0.98801976), 'neutral': np.float32(0.0063728835), 'positive': np.float32(0.0056073815)}, {'aspect': 'draw', 'negative': np.float32(0.98615414), 'neutral': np.float32(0.0056930706), 'positive': np.float32(0.008152797)}, {'aspect': 'mine', 'negative': np.float32(0.9842194), 'neutral': np.float32(0.0081281345), 'positive': np.float32(0.0076524387)}, {'aspect': 'size', 'negative': np.float32(0.97484654), 'neutral': np.float32(0.014633007), 'positive': np.float32(0.010520408)}, {'aspect': 'stars', 'negative': np.float32(0.9877445), 'neutral': np.float32(0.007463698), 'positive': np.float32(0.004791748)}, {'aspect': 'shorts', 'negative': np.float32(0.8761717), 'neutral': np.float32(0.11373528), 'positive': np.float32(0.010092996)}, {'aspect': 'way', 'negative': np.float32(0.9846373), 'neutral': np.float32(0.0066864146), 'positive': np.float32(0.008676219)}, {'aspect': 'pattern', 'negative': np.float32(0.1313738), 'neutral': np.float32(0.014391792), 'positive': np.float32(0.8542344)}]"
Good value,Cost Effective and good quality.,positive,positive,['value'],"[{'aspect': 'value', 'negative': np.float32(0.00063507236), 'neutral': np.float32(0.0022945981), 'positive': np.float32(0.9970703)}]",['quality'],"[{'aspect': 'quality', 'negative': np.float32(0.00056114333), 'neutral': np.float32(0.0013592218), 'positive': np.float32(0.99807966)}]"
Worth the Money,This vacuum is excellent and very lite and easy to use.  The product is well designed. My wife loves your vacuum. I will never repurchase another expensive vacuum.,positive,positive,['Money'],"[{'aspect': 'Money', 'negative': np.float32(0.0036888742), 'neutral': np.float32(0.0118416855), 'positive': np.float32(0.9844694)}]","['product', 'vacuum', 'wife']","[{'aspect': 'product', 'negative': np.float32(0.0008700465), 'neutral': np.float32(0.0024972458), 'positive': np.float32(0.99663275)}, {'aspect': 'vacuum', 'negative': np.float32(0.00096761156), 'neutral': np.float32(0.00493989), 'positive': np.float32(0.9940925)}, {'aspect': 'wife', 'negative': np.float32(0.0014702363), 'neutral': np.float32(0.009142646), 'positive': np.float32(0.98938715)}]"
"Sturdy, great quality, easy to use!",It really works for spinal decompression. My chiropractor has it in his office and lets me use it after my therapy session. I watch the cooking shows or news while inverted!  Ie love it so much that I ended buying one for my house! I use it before and after martial arts class and it helps to open up your chest and expand your lungs.  Very helpful,positive,positive,['quality'],"[{'aspect': 'quality', 'negative': np.float32(0.0003653576), 'neutral': np.float32(0.0010037863), 'positive': np.float32(0.9986308)}]","['chest', 'session', 'chiropractor', 'class', 'shows', 'decompression', 'news', 'arts', 'cooking', 'lungs', 'therapy', 'house', 'office']","[{'aspect': 'chest', 'negative': np.float32(0.0018439211), 'neutral': np.float32(0.011286664), 'positive': np.float32(0.9868694)}, {'aspect': 'session', 'negative': np.float32(0.002898625), 'neutral': np.float32(0.02683417), 'positive': np.float32(0.9702672)}, {'aspect': 'chiropractor', 'negative': np.float32(0.0044740015), 'neutral': np.float32(0.03442831), 'positive': np.float32(0.9610977)}, {'aspect': 'class', 'negative': np.float32(0.0036564833), 'neutral': np.float32(0.05364465), 'positive': np.float32(0.9426989)}, {'aspect': 'shows', 'negative': np.float32(0.0031447802), 'neutral': np.float32(0.08312616), 'positive': np.float32(0.91372913)}, {'aspect': 'decompression', 'negative': np.float32(0.0016907187), 'neutral': np.float32(0.008916891), 'positive': np.float32(0.9893924)}, {'aspect': 'news', 'negative': np.float32(0.0042971503), 'neutral': np.float32(0.20550318), 'positive': np.float32(0.7901997)}, {'aspect': 'arts', 'negative': np.float32(0.006667381), 'neutral': np.float32(0.41905355), 'positive': np.float32(0.574279)}, {'aspect': 'cooking', 'negative': np.float32(0.0055474346), 'neutral': np.float32(0.27922353), 'positive': np.float32(0.71522903)}, {'aspect': 'lungs', 'negative': np.float32(0.0018758475), 'neutral': np.float32(0.009941012), 'positive': np.float32(0.9881832)}, {'aspect': 'therapy', 'negative': np.float32(0.0025321613), 'neutral': np.float32(0.024094954), 'positive': np.float32(0.9733729)}, {'aspect': 'house', 'negative': np.float32(0.003963674), 'neutral': np.float32(0.08005697), 'positive': np.float32(0.9159794)}, {'aspect': 'office', 'negative': np.float32(0.0029625525), 'neutral': np.float32(0.028413225), 'positive': np.float32(0.9686242)}]"
Beautiful and high quality shelves!,"Easy to install, easy instructions. Quick delivery. BEAUTIFUL shelves, Love them! The wood is very pretty and the quality is superb.",positive,positive,"['quality', 'shelves']","[{'aspect': 'quality', 'negative': np.float32(0.0004800616), 'neutral': np.float32(0.0016561296), 'positive': np.float32(0.9978638)}, {'aspect': 'shelves', 'negative': np.float32(0.00056275004), 'neutral': np.float32(0.0016796342), 'positive': np.float32(0.9977576)}]","['BEAUTIFUL', 'wood', 'shelves', 'quality', 'instructions', 'delivery']","[{'aspect': 'BEAUTIFUL', 'negative': np.float32(0.0006963), 'neutral': np.float32(0.0068021533), 'positive': np.float32(0.9925015)}, {'aspect': 'wood', 'negative': np.float32(0.0006821275), 'neutral': np.float32(0.0026657234), 'positive': np.float32(0.9966522)}, {'aspect': 'shelves', 'negative': np.float32(0.00051698316), 'neutral': np.float32(0.002258346), 'positive': np.float32(0.9972247)}, {'aspect': 'quality', 'negative': np.float32(0.00057079317), 'neutral': np.float32(0.0016951038), 'positive': np.float32(0.99773407)}, {'aspect': 'instructions', 'negative': np.float32(0.00178784), 'neutral': np.float32(0.008331183), 'positive': np.float32(0.989881)}, {'aspect': 'delivery', 'negative': np.float32(0.0011185546), 'neutral': np.float32(0.0071504354), 'positive': np.float32(0.991731)}]"
Mini Air Cooler,"This small fan is good for your personal space like your desk or next to your bed. It uses water to cool down and moisten the air it blows, so it works best when the air is dry, which also helped me when I had the heater on recently. It does its job quietly, which I appreciate because I like to have it running during the night also. Overall it is exactly what I expected and does what I want from it.",neutral,neutral,"['Air', 'Cooler']","[{'aspect': 'Air', 'negative': np.float32(0.0070881536), 'neutral': np.float32(0.9649998), 'positive': np.float32(0.027912118)}, {'aspect': 'Cooler', 'negative': np.float32(0.012374449), 'neutral': np.float32(0.97702354), 'positive': np.float32(0.01060191)}]","['air', 'job', 'bed', 'desk', 'heater', 'night', 'water', 'space', 'fan']","[{'aspect': 'air', 'negative': np.float32(0.0153929), 'neutral': np.float32(0.44126382), 'positive': np.float32(0.54334325)}, {'aspect': 'job', 'negative': np.float32(0.002364079), 'neutral': np.float32(0.01355882), 'positive': np.float32(0.9840771)}, {'aspect': 'bed', 'negative': np.float32(0.0015679918), 'neutral': np.float32(0.9796142), 'positive': np.float32(0.018817786)}, {'aspect': 'desk', 'negative': np.float32(0.0015139098), 'neutral': np.float32(0.98119843), 'positive': np.float32(0.017287629)}, {'aspect': 'heater', 'negative': np.float32(0.0026151356), 'neutral': np.float32(0.9830277), 'positive': np.float32(0.014357195)}, {'aspect': 'night', 'negative': np.float32(0.0037072368), 'neutral': np.float32(0.91409403), 'positive': np.float32(0.0821988)}, {'aspect': 'water', 'negative': np.float32(0.0025515233), 'neutral': np.float32(0.9867851), 'positive': np.float32(0.010663424)}, {'aspect': 'space', 'negative': np.float32(0.0060953246), 'neutral': np.float32(0.26752284), 'positive': np.float32(0.72638184)}, {'aspect': 'fan', 'negative': np.float32(0.015756937), 'neutral': np.float32(0.11591925), 'positive': np.float32(0.8683238)}]"
Positive saying,I love affirmations that are positive so every morning when I look in my mirror I get to see that,neutral,positive,[],[],"['morning', 'affirmations', 'mirror']","[{'aspect': 'morning', 'negative': np.float32(0.00504355), 'neutral': np.float32(0.25722805), 'positive': np.float32(0.7377284)}, {'aspect': 'affirmations', 'negative': np.float32(0.0015891155), 'neutral': np.float32(0.020166893), 'positive': np.float32(0.97824407)}, {'aspect': 'mirror', 'negative': np.float32(0.006350332), 'neutral': np.float32(0.72485805), 'positive': np.float32(0.26879165)}]"
Pretty and lightweight; thin but sturdy.,"Overall I really like these planters!  Very lightweight but sturdy enough to hold decor.  Only problem I had was one of the planters was bent in at the bottom (zoom in on the bottom of left planter). Not worth returning to me, it'll add to that ""rustic"" look lol.",neutral,negative,[],[],"['bottom', 'rustic', 'zoom', 'problem', 'planters', 'planter', 'look', 'decor']","[{'aspect': 'bottom', 'negative': np.float32(0.93936956), 'neutral': np.float32(0.045345023), 'positive': np.float32(0.01528534)}, {'aspect': 'rustic', 'negative': np.float32(0.1318831), 'neutral': np.float32(0.7812944), 'positive': np.float32(0.08682243)}, {'aspect': 'zoom', 'negative': np.float32(0.57955766), 'neutral': np.float32(0.39052764), 'positive': np.float32(0.029914664)}, {'aspect': 'problem', 'negative': np.float32(0.9249259), 'neutral': np.float32(0.028605906), 'positive': np.float32(0.046468224)}, {'aspect': 'planters', 'negative': np.float32(0.015612952), 'neutral': np.float32(0.008678487), 'positive': np.float32(0.9757086)}, {'aspect': 'planter', 'negative': np.float32(0.5608276), 'neutral': np.float32(0.041578453), 'positive': np.float32(0.39759392)}, {'aspect': 'look', 'negative': np.float32(0.38002723), 'neutral': np.float32(0.25798413), 'positive': np.float32(0.36198863)}, {'aspect': 'decor', 'negative': np.float32(0.049147196), 'neutral': np.float32(0.70014036), 'positive': np.float32(0.25071245)}]"
